[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 274 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 275 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 276 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 277 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 278 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 279 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 280 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 281 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 282 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 283 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 284 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 285 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 286 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 281 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 282 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 283 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 284 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 285 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 286 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '17' )  [ RunTime:0.002124s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 287 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 288 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 289 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 290 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 291 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 292 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 293 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 294 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 295 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 296 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 297 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 298 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 299 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 300 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 301 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 302 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 303 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 304 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 305 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 306 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 307 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 308 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 309 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 310 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 311 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 312 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 313 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 314 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 315 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 316 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 317 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 309 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 310 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 311 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 312 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 313 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 314 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 315 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 316 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 317 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '18' )  [ RunTime:0.001504s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 318 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 319 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 320 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 321 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 322 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 323 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 324 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 325 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 326 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 327 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 328 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 329 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 330 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 331 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 332 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 333 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 334 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 335 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 336 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 337 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 338 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 339 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 340 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 341 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 342 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 343 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 344 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 345 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 346 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 340 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 341 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 342 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 343 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 344 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 345 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 346 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '19' )  [ RunTime:0.002156s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 347 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 348 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 349 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 350 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 351 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 352 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 353 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 354 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 355 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 356 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 357 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 358 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 359 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 360 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 361 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 362 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 363 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 364 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 365 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 366 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 367 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 368 common.php 第 272 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 369 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 370 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 371 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 372 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 373 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 374 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 375 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 376 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 377 common.php 第 281 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 369 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 370 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 371 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 372 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 373 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 374 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 375 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 376 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: 377 common.php 第 356 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Tag[ view_template ] --START--
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001268s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001384s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Tag[ view_parse ] --START--
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: inventnum 02fbbe5a61263cfad52e35f69bb02dfa.php 第 33 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: inventnum 02fbbe5a61263cfad52e35f69bb02dfa.php 第 33 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: inventnum 02fbbe5a61263cfad52e35f69bb02dfa.php 第 33 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: inventnum 02fbbe5a61263cfad52e35f69bb02dfa.php 第 33 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: inventnum 02fbbe5a61263cfad52e35f69bb02dfa.php 第 33 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: inventnum 02fbbe5a61263cfad52e35f69bb02dfa.php 第 33 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: inventnum 02fbbe5a61263cfad52e35f69bb02dfa.php 第 33 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: inventnum 02fbbe5a61263cfad52e35f69bb02dfa.php 第 33 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | NOTIC: [8] Undefined index: inventnum 02fbbe5a61263cfad52e35f69bb02dfa.php 第 33 行.
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Run ParseTemplate Behavior [ RunTime:0.019502s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019613s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Tag[ view_filter ] --START--
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Run ContentReplace Behavior [ RunTime:0.001003s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Run TokenBuild Behavior [ RunTime:0.000628s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000426s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000802s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003125s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Tag[ view_end ] --START--
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000694s ]
[ 2013-02-26T12:18:53+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000790s ]
[ 2013-02-26T12:22:11+08:00 ] /thinkmao/Admin.php/InventoryGood/good_attr_edit_show?id=10 | ERR: (ThinkException) 非法操作good_attr_edit_show
[ 2013-02-26T12:25:34+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Tag[ route_check ] --START--
[ 2013-02-26T12:25:34+08:00 ] /thinkmao/Admin.php/InventoryGood/index | INFO: Run CheckRoute Behavior [ RunTime:0.001337s ]
